interaction_id,customer_id,product_id,interaction_type,interaction_score,rating,quantity,timestamp
INT0012244,CUST00603,PROD00207,view,0.154,,1,2026-05-02
INT0012245,CUST00603,PROD00098,cart,0.677,,1,2025-02-18
INT0012246,CUST00603,PROD00069,view,0.135,,1,2025-04-20
INT0012247,CUST00603,PROD00104,wishlist,0.297,,1,2026-04-04
INT0012248,CUST00603,PROD00176,rating,0.797,5.0,1,2025-01-10
INT0012249,CUST00603,PROD00031,view,0.129,,1,2025-09-17
INT0012250,CUST00603,PROD00082,cart,0.632,,1,2025-01-07
INT0012251,CUST00603,PROD00072,purchase,1.0,,1,2025-11-25
INT0012252,CUST00603,PROD00130,view,0.081,,1,2025-01-28
INT0012253,CUST00603,PROD00004,rating,0.728,4.0,1,2025-01-07
INT0012254,CUST00604,PROD00031,view,0.105,,1,2025-12-24
INT0012255,CUST00604,PROD00193,view,0.067,,1,2026-05-23
INT0012256,CUST00605,PROD00077,view,0.109,,1,2026-05-29
INT0012257,CUST00605,PROD00002,purchase,0.954,,1,2026-01-31
INT0012258,CUST00605,PROD00108,rating,0.868,4.0,1,2025-08-13
INT0012259,CUST00605,PROD00056,view,0.05,,1,2025-09-13
INT0012260,CUST00605,PROD00193,cart,0.613,,1,2025-01-12
INT0012261,CUST00605,PROD00206,rating,0.826,3.0,1,2025-07-16
INT0012262,CUST00605,PROD00215,purchase,1.0,,2,2026-03-26
INT0012263,CUST00605,PROD00012,view,0.091,,1,2025-02-15
INT0012264,CUST00605,PROD00112,purchase,1.0,,1,2026-02-24
INT0012265,CUST00605,PROD00057,purchase,1.0,,2,2025-02-02
INT0012266,CUST00605,PROD00057,cart,0.591,,1,2025-03-31
INT0012267,CUST00605,PROD00173,wishlist,0.392,,1,2026-03-06
INT0012268,CUST00605,PROD00105,view,0.066,,1,2025-12-10
INT0012269,CUST00605,PROD00061,purchase,1.0,,2,2025-03-29
INT0012270,CUST00605,PROD00190,cart,0.606,,1,2025-08-28
INT0012271,CUST00605,PROD00052,purchase,1.0,,1,2025-12-09
INT0012272,CUST00605,PROD00129,view,0.136,,1,2025-04-03
INT0012273,CUST00605,PROD00038,purchase,1.0,,1,2025-08-02
INT0012274,CUST00605,PROD00069,purchase,0.97,,1,2025-01-01
INT0012275,CUST00605,PROD00029,wishlist,0.389,,1,2025-04-28
INT0012276,CUST00605,PROD00081,cart,0.66,,1,2025-07-21
INT0012277,CUST00605,PROD00055,view,0.141,,1,2025-01-21
INT0012278,CUST00606,PROD00233,view,0.132,,1,2026-05-27
INT0012279,CUST00606,PROD00073,cart,0.628,,1,2026-05-15
INT0012280,CUST00606,PROD00184,view,0.114,,1,2026-02-09
INT0012281,CUST00606,PROD00148,view,0.071,,1,2026-03-02
INT0012282,CUST00606,PROD00054,purchase,0.922,,1,2025-04-04
INT0012283,CUST00606,PROD00139,cart,0.576,,1,2025-09-09
INT0012284,CUST00606,PROD00166,view,0.142,,1,2025-04-20
INT0012285,CUST00606,PROD00221,wishlist,0.311,,1,2026-06-20
INT0012286,CUST00606,PROD00189,purchase,1.0,,1,2025-06-05
INT0012287,CUST00606,PROD00110,purchase,1.0,,1,2026-03-18
INT0012288,CUST00606,PROD00175,view,0.112,,1,2025-12-10
INT0012289,CUST00606,PROD00031,view,0.135,,1,2026-04-14
INT0012290,CUST00606,PROD00144,purchase,0.917,,1,2026-02-22
INT0012291,CUST00606,PROD00064,purchase,1.0,,1,2025-05-12
INT0012292,CUST00606,PROD00250,purchase,1.0,,1,2025-03-05
INT0012293,CUST00606,PROD00052,purchase,1.0,,1,2025-01-31
INT0012294,CUST00606,PROD00153,wishlist,0.306,,1,2026-07-29
INT0012295,CUST00606,PROD00061,view,0.082,,1,2026-03-05
INT0012296,CUST00606,PROD00069,purchase,0.93,,1,2025-02-13
INT0012297,CUST00606,PROD00055,purchase,1.0,,1,2025-08-30
INT0012298,CUST00606,PROD00180,view,0.127,,1,2026-05-01
INT0012299,CUST00606,PROD00229,cart,0.578,,1,2026-07-01
INT0012300,CUST00606,PROD00056,purchase,1.0,,1,2026-06-05
INT0012301,CUST00607,PROD00246,view,0.095,,1,2025-03-07
INT0012302,CUST00607,PROD00108,purchase,1.0,,1,2025-12-02
INT0012303,CUST00607,PROD00196,cart,0.656,,1,2025-11-12
INT0012304,CUST00608,PROD00088,purchase,0.932,,2,2025-09-10
INT0012305,CUST00608,PROD00047,view,0.12,,1,2025-04-27
INT0012306,CUST00608,PROD00250,rating,0.793,3.0,1,2025-08-30
INT0012307,CUST00608,PROD00225,rating,0.856,4.0,1,2025-03-09
INT0012308,CUST00608,PROD00239,purchase,1.0,,1,2025-11-09
INT0012309,CUST00608,PROD00166,purchase,0.915,,1,2025-03-25
INT0012310,CUST00608,PROD00080,rating,0.743,4.0,1,2025-06-25
INT0012311,CUST00608,PROD00046,view,0.074,,1,2025-06-26
INT0012312,CUST00608,PROD00075,wishlist,0.321,,1,2026-01-15
INT0012313,CUST00608,PROD00178,view,0.059,,1,2025-01-01
INT0012314,CUST00608,PROD00139,view,0.07,,1,2025-03-13
INT0012315,CUST00608,PROD00216,cart,0.56,,1,2025-11-14
INT0012316,CUST00608,PROD00093,cart,0.552,,1,2026-05-04
INT0012317,CUST00608,PROD00002,rating,0.878,3.0,1,2025-05-08
INT0012318,CUST00608,PROD00213,view,0.146,,1,2025-04-29
INT0012319,CUST00608,PROD00019,view,0.056,,1,2025-04-06
INT0012320,CUST00608,PROD00121,purchase,0.991,,1,2026-07-02
INT0012321,CUST00608,PROD00238,cart,0.589,,1,2026-05-30
INT0012322,CUST00608,PROD00072,rating,0.763,3.0,1,2025-04-20
INT0012323,CUST00608,PROD00089,purchase,0.948,,1,2026-08-01
INT0012324,CUST00608,PROD00230,purchase,1.0,,1,2025-03-29
INT0012325,CUST00608,PROD00004,view,0.113,,1,2025-10-18
INT0012326,CUST00608,PROD00223,purchase,1.0,,1,2026-06-15
INT0012327,CUST00608,PROD00019,view,0.13,,1,2025-05-01
INT0012328,CUST00609,PROD00173,cart,0.535,,1,2026-04-07
INT0012329,CUST00609,PROD00019,purchase,1.0,,1,2026-05-11
INT0012330,CUST00609,PROD00194,purchase,1.0,,2,2026-07-20
INT0012331,CUST00609,PROD00162,wishlist,0.34,,1,2026-06-06
INT0012332,CUST00609,PROD00145,cart,0.528,,1,2025-01-22
INT0012333,CUST00609,PROD00003,view,0.145,,1,2025-02-27
INT0012334,CUST00609,PROD00168,purchase,0.859,,1,2026-02-18
INT0012335,CUST00609,PROD00109,purchase,0.914,,1,2025-05-02
INT0012336,CUST00609,PROD00099,cart,0.576,,1,2025-04-27
INT0012337,CUST00609,PROD00162,view,0.07,,1,2025-05-23
INT0012338,CUST00609,PROD00125,cart,0.603,,1,2025-09-02
INT0012339,CUST00609,PROD00047,purchase,1.0,,1,2026-01-03
INT0012340,CUST00609,PROD00002,view,0.099,,1,2025-07-24
INT0012341,CUST00609,PROD00155,rating,0.732,4.0,1,2025-09-06
INT0012342,CUST00609,PROD00044,view,0.1,,1,2026-03-24
INT0012343,CUST00609,PROD00225,purchase,0.916,,1,2026-02-13
INT0012344,CUST00609,PROD00118,view,0.091,,1,2025-09-24
INT0012345,CUST00609,PROD00177,rating,0.953,4.0,1,2025-05-13
INT0012346,CUST00609,PROD00247,purchase,1.0,,1,2025-10-16
INT0012347,CUST00609,PROD00012,view,0.134,,1,2026-05-19
INT0012348,CUST00609,PROD00194,purchase,1.0,,2,2025-10-11
INT0012349,CUST00609,PROD00152,wishlist,0.282,,1,2025-02-28
INT0012350,CUST00609,PROD00096,rating,0.795,3.0,1,2025-12-08
INT0012351,CUST00609,PROD00020,view,0.096,,1,2026-02-25
INT0012352,CUST00609,PROD00063,view,0.05,,1,2025-06-25
INT0012353,CUST00610,PROD00113,view,0.14,,1,2026-04-12
INT0012354,CUST00610,PROD00090,purchase,0.932,,1,2025-10-04
INT0012355,CUST00610,PROD00069,view,0.116,,1,2026-07-26
INT0012356,CUST00610,PROD00078,rating,0.873,4.0,1,2025-09-17
INT0012357,CUST00610,PROD00231,wishlist,0.347,,1,2026-07-07
INT0012358,CUST00610,PROD00167,cart,0.52,,1,2026-05-25
INT0012359,CUST00610,PROD00146,cart,0.582,,1,2025-01-15
INT0012360,CUST00610,PROD00145,cart,0.697,,1,2026-07-27
INT0012361,CUST00610,PROD00142,rating,0.993,3.0,1,2025-07-14
INT0012362,CUST00610,PROD00151,view,0.052,,1,2025-11-26
INT0012363,CUST00610,PROD00028,purchase,1.0,,1,2026-07-06
INT0012364,CUST00610,PROD00026,purchase,1.0,,1,2025-11-07
INT0012365,CUST00610,PROD00206,cart,0.596,,1,2026-05-24
INT0012366,CUST00610,PROD00230,purchase,1.0,,1,2026-07-20
INT0012367,CUST00610,PROD00072,purchase,0.948,,1,2026-06-03
INT0012368,CUST00610,PROD00110,view,0.101,,1,2025-03-27
INT0012369,CUST00610,PROD00214,purchase,1.0,,1,2025-01-15
INT0012370,CUST00610,PROD00078,view,0.071,,1,2025-05-22
INT0012371,CUST00610,PROD00100,wishlist,0.375,,1,2026-05-01
INT0012372,CUST00610,PROD00171,cart,0.67,,1,2025-09-02
INT0012373,CUST00610,PROD00250,view,0.099,,1,2026-06-28
INT0012374,CUST00610,PROD00221,wishlist,0.354,,1,2025-03-15
INT0012375,CUST00610,PROD00243,purchase,1.0,,1,2025-02-05
INT0012376,CUST00612,PROD00041,rating,0.802,3.0,1,2026-04-06
INT0012377,CUST00612,PROD00202,cart,0.674,,1,2025-03-27
INT0012378,CUST00612,PROD00147,wishlist,0.39,,1,2025-11-08
INT0012379,CUST00612,PROD00189,purchase,1.0,,1,2025-10-17
INT0012380,CUST00612,PROD00170,purchase,1.0,,1,2025-04-30
INT0012381,CUST00612,PROD00160,rating,0.811,4.0,1,2025-12-15
INT0012382,CUST00612,PROD00119,view,0.093,,1,2025-12-06
INT0012383,CUST00612,PROD00123,view,0.115,,1,2026-06-11
INT0012384,CUST00612,PROD00054,cart,0.622,,1,2025-07-11
INT0012385,CUST00612,PROD00250,view,0.06,,1,2025-10-09
INT0012386,CUST00612,PROD00015,cart,0.696,,1,2025-05-05
INT0012387,CUST00612,PROD00072,view,0.05,,1,2025-12-15
INT0012388,CUST00612,PROD00121,purchase,1.0,,1,2025-07-31
INT0012389,CUST00612,PROD00130,view,0.09,,1,2026-02-26
INT0012390,CUST00612,PROD00015,view,0.074,,1,2025-10-15
INT0012391,CUST00612,PROD00230,purchase,1.0,,1,2025-10-20
INT0012392,CUST00612,PROD00037,purchase,1.0,,2,2026-06-26
INT0012393,CUST00612,PROD00170,cart,0.677,,1,2026-03-13
INT0012394,CUST00612,PROD00017,rating,0.908,3.0,1,2026-05-29
INT0012395,CUST00612,PROD00004,view,0.062,,1,2025-02-22
INT0012396,CUST00612,PROD00248,view,0.147,,1,2025-07-28
INT0012397,CUST00612,PROD00115,view,0.077,,1,2026-01-29
INT0012398,CUST00612,PROD00121,purchase,1.0,,1,2026-05-07
INT0012399,CUST00612,PROD00112,view,0.087,,1,2025-12-10
INT0012400,CUST00612,PROD00053,purchase,1.0,,1,2025-02-14
INT0012401,CUST00613,PROD00153,view,0.061,,1,2025-04-08
INT0012402,CUST00613,PROD00078,purchase,0.896,,1,2026-02-02
INT0012403,CUST00613,PROD00131,view,0.138,,1,2025-08-12
INT0012404,CUST00614,PROD00040,purchase,1.0,,1,2025-05-09
INT0012405,CUST00614,PROD00098,cart,0.625,,1,2026-01-22
INT0012406,CUST00614,PROD00039,view,0.123,,1,2025-11-10
INT0012407,CUST00614,PROD00039,view,0.15,,1,2025-08-17
INT0012408,CUST00614,PROD00172,purchase,1.0,,1,2026-04-29
INT0012409,CUST00614,PROD00132,view,0.139,,1,2026-06-27
INT0012410,CUST00614,PROD00212,view,0.144,,1,2025-08-18
INT0012411,CUST00614,PROD00052,wishlist,0.345,,1,2026-05-19
INT0012412,CUST00614,PROD00133,cart,0.586,,1,2025-11-01
INT0012413,CUST00614,PROD00100,wishlist,0.35,,1,2025-01-26
INT0012414,CUST00614,PROD00227,view,0.064,,1,2025-12-07
INT0012415,CUST00614,PROD00185,cart,0.669,,1,2025-12-17
INT0012416,CUST00614,PROD00184,wishlist,0.364,,1,2025-12-31
INT0012417,CUST00614,PROD00236,cart,0.668,,1,2026-02-20
INT0012418,CUST00614,PROD00061,wishlist,0.298,,1,2025-09-29
INT0012419,CUST00614,PROD00149,rating,0.881,3.0,1,2025-02-19
INT0012420,CUST00614,PROD00024,purchase,1.0,,1,2025-11-30
INT0012421,CUST00614,PROD00084,view,0.164,,1,2025-11-16
INT0012422,CUST00614,PROD00153,view,0.099,,1,2026-06-19
INT0012423,CUST00614,PROD00050,view,0.144,,1,2026-02-03
INT0012424,CUST00614,PROD00176,view,0.155,,1,2026-01-08
INT0012425,CUST00614,PROD00185,purchase,1.0,,1,2025-10-01
INT0012426,CUST00614,PROD00242,purchase,0.949,,1,2025-10-25
INT0012427,CUST00614,PROD00088,purchase,1.0,,1,2025-11-27
INT0012428,CUST00614,PROD00185,view,0.126,,1,2025-12-24
INT0012429,CUST00614,PROD00149,view,0.117,,1,2026-03-25
INT0012430,CUST00614,PROD00105,purchase,1.0,,1,2026-02-21
INT0012431,CUST00614,PROD00063,view,0.068,,1,2025-03-20
INT0012432,CUST00614,PROD00224,rating,0.959,4.0,1,2025-12-23
INT0012433,CUST00614,PROD00152,rating,0.882,5.0,1,2025-10-17
INT0012434,CUST00614,PROD00027,rating,0.977,4.0,1,2025-03-06
INT0012435,CUST00614,PROD00088,cart,0.683,,1,2025-02-20
INT0012436,CUST00614,PROD00009,view,0.092,,1,2026-05-06
INT0012437,CUST00615,PROD00216,purchase,0.928,,1,2025-12-26
INT0012438,CUST00615,PROD00238,view,0.111,,1,2025-08-22
INT0012439,CUST00615,PROD00029,purchase,1.0,,1,2025-11-15
INT0012440,CUST00615,PROD00042,view,0.092,,1,2025-04-11
INT0012441,CUST00615,PROD00245,view,0.101,,1,2026-02-22
INT0012442,CUST00615,PROD00144,cart,0.595,,1,2025-08-08
INT0012443,CUST00615,PROD00236,cart,0.535,,1,2026-06-10
INT0012444,CUST00615,PROD00112,wishlist,0.428,,1,2025-06-13
INT0012445,CUST00615,PROD00153,rating,0.697,3.0,1,2026-01-16
INT0012446,CUST00615,PROD00245,purchase,1.0,,1,2025-09-18
INT0012447,CUST00615,PROD00045,rating,0.952,4.0,1,2025-02-07
INT0012448,CUST00615,PROD00138,purchase,1.0,,1,2025-08-03
INT0012449,CUST00615,PROD00181,wishlist,0.396,,1,2025-04-24
INT0012450,CUST00615,PROD00049,wishlist,0.324,,1,2025-06-06
INT0012451,CUST00615,PROD00004,cart,0.665,,1,2025-06-07
INT0012452,CUST00615,PROD00201,cart,0.586,,1,2026-05-25
INT0012453,CUST00615,PROD00228,wishlist,0.43,,1,2026-07-30
INT0012454,CUST00615,PROD00238,wishlist,0.402,,1,2025-04-15
INT0012455,CUST00615,PROD00118,rating,0.812,2.0,1,2025-09-02
INT0012456,CUST00615,PROD00043,wishlist,0.384,,1,2025-12-16
INT0012457,CUST00615,PROD00129,view,0.113,,1,2026-05-15
INT0012458,CUST00615,PROD00103,view,0.102,,1,2025-01-20
INT0012459,CUST00615,PROD00096,view,0.055,,1,2025-10-27
INT0012460,CUST00615,PROD00195,purchase,0.988,,1,2025-04-03
INT0012461,CUST00615,PROD00126,rating,0.737,4.0,1,2025-08-12
INT0012462,CUST00615,PROD00069,view,0.125,,1,2026-03-12
INT0012463,CUST00615,PROD00182,cart,0.496,,1,2026-04-28
INT0012464,CUST00615,PROD00057,view,0.092,,1,2026-07-29
INT0012465,CUST00615,PROD00174,purchase,1.0,,1,2026-03-23
INT0012466,CUST00616,PROD00015,purchase,0.873,,1,2026-06-26
INT0012467,CUST00616,PROD00184,view,0.112,,1,2026-06-17
INT0012468,CUST00616,PROD00132,purchase,0.978,,1,2026-07-17
INT0012469,CUST00616,PROD00231,view,0.061,,1,2026-01-31
INT0012470,CUST00616,PROD00073,rating,0.78,4.0,1,2025-06-06
INT0012471,CUST00616,PROD00112,rating,0.672,3.0,1,2026-06-05
INT0012472,CUST00616,PROD00105,purchase,1.0,,1,2026-02-01
INT0012473,CUST00616,PROD00217,purchase,1.0,,1,2026-02-19
INT0012474,CUST00616,PROD00224,purchase,1.0,,1,2025-02-01
INT0012475,CUST00616,PROD00136,cart,0.563,,1,2025-11-14
INT0012476,CUST00616,PROD00037,rating,0.766,4.0,1,2025-12-20
INT0012477,CUST00616,PROD00176,purchase,1.0,,1,2025-11-20
INT0012478,CUST00616,PROD00010,purchase,1.0,,1,2026-04-05
INT0012479,CUST00616,PROD00063,purchase,1.0,,1,2026-05-24
INT0012480,CUST00616,PROD00048,view,0.075,,1,2025-11-12
INT0012481,CUST00616,PROD00027,wishlist,0.367,,1,2025-02-15
INT0012482,CUST00616,PROD00033,view,0.097,,1,2025-10-16
INT0012483,CUST00616,PROD00188,cart,0.572,,1,2025-07-26
INT0012484,CUST00616,PROD00123,rating,0.81,3.0,1,2025-06-01
INT0012485,CUST00616,PROD00193,wishlist,0.306,,1,2025-11-30
INT0012486,CUST00616,PROD00154,view,0.121,,1,2025-05-30
INT0012487,CUST00616,PROD00193,view,0.081,,1,2025-09-09
INT0012488,CUST00616,PROD00156,view,0.123,,1,2025-05-26
INT0012489,CUST00616,PROD00134,wishlist,0.293,,1,2026-05-21
INT0012490,CUST00616,PROD00204,cart,0.558,,1,2026-06-06
INT0012491,CUST00616,PROD00053,view,0.065,,1,2025-10-31
INT0012492,CUST00616,PROD00060,view,0.125,,1,2026-07-06
INT0012493,CUST00616,PROD00156,view,0.075,,1,2025-08-04
INT0012494,CUST00616,PROD00044,cart,0.551,,1,2025-12-12
INT0012495,CUST00617,PROD00141,view,0.05,,1,2025-09-29
INT0012496,CUST00617,PROD00106,view,0.121,,1,2026-04-10
INT0012497,CUST00617,PROD00028,view,0.109,,1,2026-02-25
INT0012498,CUST00617,PROD00142,view,0.131,,1,2025-02-02
INT0012499,CUST00617,PROD00206,purchase,0.972,,1,2025-09-25
INT0012500,CUST00617,PROD00062,purchase,0.996,,1,2025-04-10
INT0012501,CUST00617,PROD00248,view,0.14,,1,2025-10-01
INT0012502,CUST00617,PROD00071,view,0.157,,1,2025-09-30
INT0012503,CUST00617,PROD00244,purchase,1.0,,1,2025-11-19
INT0012504,CUST00617,PROD00044,wishlist,0.393,,1,2026-04-28
INT0012505,CUST00617,PROD00134,wishlist,0.39,,1,2025-05-28
INT0012506,CUST00617,PROD00190,cart,0.534,,1,2025-09-22
INT0012507,CUST00617,PROD00116,cart,0.709,,1,2025-04-13
INT0012508,CUST00617,PROD00006,view,0.129,,1,2025-03-22
INT0012509,CUST00617,PROD00101,rating,0.754,4.0,1,2026-04-06
INT0012510,CUST00617,PROD00116,view,0.061,,1,2026-01-15
INT0012511,CUST00617,PROD00132,purchase,1.0,,1,2025-11-21
INT0012512,CUST00617,PROD00165,rating,0.796,4.0,1,2026-02-04
INT0012513,CUST00617,PROD00055,wishlist,0.376,,1,2026-06-29
INT0012514,CUST00617,PROD00089,view,0.114,,1,2026-06-22
INT0012515,CUST00618,PROD00032,view,0.086,,1,2026-05-27
INT0012516,CUST00618,PROD00130,wishlist,0.327,,1,2025-02-11
INT0012517,CUST00618,PROD00067,wishlist,0.387,,1,2025-04-10
INT0012518,CUST00618,PROD00173,wishlist,0.376,,1,2026-01-17
INT0012519,CUST00618,PROD00166,view,0.142,,1,2026-01-24
INT0012520,CUST00618,PROD00213,cart,0.653,,1,2025-10-02
INT0012521,CUST00618,PROD00202,view,0.07,,1,2025-12-01
INT0012522,CUST00618,PROD00084,rating,0.742,3.0,1,2025-07-17
INT0012523,CUST00618,PROD00035,view,0.061,,1,2025-03-15
INT0012524,CUST00618,PROD00043,purchase,1.0,,1,2026-03-10
INT0012525,CUST00618,PROD00146,cart,0.573,,1,2026-02-21
INT0012526,CUST00618,PROD00237,cart,0.64,,1,2025-02-24
INT0012527,CUST00618,PROD00111,cart,0.693,,1,2026-04-20
INT0012528,CUST00618,PROD00192,wishlist,0.316,,1,2025-05-29
INT0012529,CUST00618,PROD00183,rating,0.842,4.0,1,2026-05-09
INT0012530,CUST00618,PROD00230,view,0.128,,1,2025-10-08
INT0012531,CUST00618,PROD00011,view,0.07,,1,2025-10-11
INT0012532,CUST00619,PROD00070,cart,0.597,,1,2026-05-23
INT0012533,CUST00619,PROD00222,rating,0.855,4.0,1,2025-01-12
INT0012534,CUST00619,PROD00147,purchase,0.992,,1,2026-06-28
INT0012535,CUST00619,PROD00097,rating,0.966,5.0,1,2025-10-31
INT0012536,CUST00619,PROD00164,view,0.105,,1,2026-06-17
INT0012537,CUST00619,PROD00191,purchase,0.935,,1,2025-12-01
INT0012538,CUST00619,PROD00082,view,0.126,,1,2025-09-30
INT0012539,CUST00619,PROD00142,view,0.144,,1,2025-09-02
INT0012540,CUST00619,PROD00153,view,0.13,,1,2026-06-04
INT0012541,CUST00619,PROD00086,purchase,1.0,,1,2026-02-12
INT0012542,CUST00619,PROD00126,view,0.166,,1,2025-11-08
INT0012543,CUST00619,PROD00097,view,0.076,,1,2025-04-21
INT0012544,CUST00619,PROD00198,purchase,0.921,,1,2025-09-04
INT0012545,CUST00619,PROD00010,wishlist,0.381,,1,2026-06-13
INT0012546,CUST00619,PROD00205,purchase,1.0,,2,2025-06-23
INT0012547,CUST00619,PROD00012,wishlist,0.304,,1,2026-02-08
INT0012548,CUST00619,PROD00079,wishlist,0.414,,1,2026-03-22
INT0012549,CUST00619,PROD00154,view,0.118,,1,2025-07-04
INT0012550,CUST00619,PROD00035,view,0.057,,1,2026-05-30
INT0012551,CUST00619,PROD00087,view,0.131,,1,2026-02-07
INT0012552,CUST00619,PROD00239,view,0.091,,1,2025-01-18
INT0012553,CUST00619,PROD00013,view,0.131,,1,2025-06-24
INT0012554,CUST00619,PROD00204,view,0.104,,1,2025-12-23
INT0012555,CUST00619,PROD00122,cart,0.682,,1,2025-07-30
INT0012556,CUST00619,PROD00119,cart,0.572,,1,2025-10-05
INT0012557,CUST00619,PROD00130,view,0.076,,1,2026-05-11
INT0012558,CUST00619,PROD00008,purchase,1.0,,1,2025-11-01
INT0012559,CUST00619,PROD00078,purchase,0.9,,2,2025-02-03
INT0012560,CUST00619,PROD00052,view,0.067,,1,2025-07-12
INT0012561,CUST00620,PROD00104,view,0.131,,1,2025-02-25
INT0012562,CUST00620,PROD00081,view,0.156,,1,2025-05-08
INT0012563,CUST00620,PROD00100,rating,0.771,3.0,1,2025-11-03
INT0012564,CUST00620,PROD00239,rating,0.882,3.0,1,2026-04-12
INT0012565,CUST00620,PROD00030,view,0.068,,1,2026-04-25
INT0012566,CUST00620,PROD00171,cart,0.572,,1,2025-09-15
INT0012567,CUST00620,PROD00171,view,0.103,,1,2025-06-23
INT0012568,CUST00620,PROD00241,purchase,1.0,,1,2026-04-05
INT0012569,CUST00620,PROD00155,view,0.136,,1,2025-11-18
INT0012570,CUST00620,PROD00033,cart,0.602,,1,2025-12-30
INT0012571,CUST00620,PROD00032,wishlist,0.361,,1,2026-02-24
INT0012572,CUST00620,PROD00029,purchase,1.0,,3,2025-10-23
INT0012573,CUST00620,PROD00164,rating,0.885,5.0,1,2025-07-05
INT0012574,CUST00620,PROD00224,rating,0.779,3.0,1,2026-06-26
INT0012575,CUST00620,PROD00041,purchase,1.0,,2,2026-03-17
INT0012576,CUST00620,PROD00239,purchase,1.0,,2,2025-02-20
INT0012577,CUST00620,PROD00038,wishlist,0.388,,1,2025-08-09
INT0012578,CUST00620,PROD00095,wishlist,0.395,,1,2025-09-24
INT0012579,CUST00620,PROD00088,purchase,0.93,,2,2026-06-28
INT0012580,CUST00620,PROD00031,wishlist,0.333,,1,2025-08-24
INT0012581,CUST00620,PROD00238,purchase,1.0,,1,2026-01-10
INT0012582,CUST00620,PROD00011,purchase,1.0,,1,2026-07-31
INT0012583,CUST00620,PROD00070,view,0.13,,1,2025-09-30
INT0012584,CUST00620,PROD00131,wishlist,0.289,,1,2025-10-25
INT0012585,CUST00620,PROD00111,purchase,1.0,,1,2025-08-26
INT0012586,CUST00620,PROD00219,view,0.079,,1,2025-06-23
INT0012587,CUST00620,PROD00068,purchase,0.929,,2,2025-12-10
INT0012588,CUST00620,PROD00038,purchase,1.0,,1,2025-02-07
INT0012589,CUST00620,PROD00045,purchase,1.0,,1,2025-05-03
INT0012590,CUST00621,PROD00038,view,0.149,,1,2025-09-25
INT0012591,CUST00621,PROD00043,view,0.107,,1,2025-03-20
INT0012592,CUST00621,PROD00111,purchase,1.0,,1,2026-01-13
INT0012593,CUST00621,PROD00096,view,0.053,,1,2025-02-08
INT0012594,CUST00621,PROD00172,view,0.072,,1,2025-02-17
INT0012595,CUST00621,PROD00090,wishlist,0.446,,1,2026-03-20
INT0012596,CUST00621,PROD00114,view,0.087,,1,2025-11-17
INT0012597,CUST00621,PROD00034,cart,0.572,,1,2026-05-18
INT0012598,CUST00621,PROD00156,view,0.062,,1,2026-05-02
INT0012599,CUST00621,PROD00153,rating,0.875,5.0,1,2025-05-14
INT0012600,CUST00621,PROD00138,purchase,1.0,,1,2025-09-02
INT0012601,CUST00621,PROD00060,view,0.064,,1,2025-04-11
INT0012602,CUST00621,PROD00151,wishlist,0.361,,1,2025-04-01
INT0012603,CUST00621,PROD00070,purchase,1.0,,1,2025-12-05
INT0012604,CUST00621,PROD00170,purchase,0.995,,1,2025-07-27
INT0012605,CUST00621,PROD00163,view,0.05,,1,2025-09-15
INT0012606,CUST00621,PROD00029,view,0.113,,1,2026-05-08
INT0012607,CUST00621,PROD00035,purchase,0.965,,1,2026-06-17
INT0012608,CUST00621,PROD00243,cart,0.536,,1,2026-01-14
INT0012609,CUST00621,PROD00076,view,0.135,,1,2026-06-21
INT0012610,CUST00621,PROD00208,view,0.097,,1,2025-04-23
INT0012611,CUST00621,PROD00221,purchase,1.0,,1,2025-03-26
INT0012612,CUST00621,PROD00013,view,0.126,,1,2025-09-04
INT0012613,CUST00621,PROD00086,purchase,1.0,,1,2026-05-16
INT0012614,CUST00621,PROD00168,rating,0.963,5.0,1,2026-02-01
INT0012615,CUST00621,PROD00029,cart,0.679,,1,2025-05-18
INT0012616,CUST00621,PROD00168,view,0.123,,1,2025-09-06
INT0012617,CUST00621,PROD00059,view,0.1,,1,2025-08-23
INT0012618,CUST00621,PROD00045,cart,0.616,,1,2026-05-27
INT0012619,CUST00621,PROD00035,view,0.139,,1,2026-06-06
INT0012620,CUST00621,PROD00215,purchase,1.0,,1,2026-02-04
INT0012621,CUST00621,PROD00210,wishlist,0.419,,1,2025-03-22
INT0012622,CUST00622,PROD00236,cart,0.627,,1,2026-01-20
INT0012623,CUST00622,PROD00126,view,0.083,,1,2026-01-13
INT0012624,CUST00622,PROD00175,purchase,1.0,,1,2026-01-17
INT0012625,CUST00622,PROD00152,view,0.115,,1,2026-07-20
INT0012626,CUST00622,PROD00239,cart,0.558,,1,2025-02-25
INT0012627,CUST00622,PROD00110,view,0.107,,1,2025-12-23
INT0012628,CUST00622,PROD00024,wishlist,0.359,,1,2025-06-24
INT0012629,CUST00622,PROD00061,purchase,1.0,,1,2025-01-13
INT0012630,CUST00622,PROD00163,wishlist,0.339,,1,2026-07-27
INT0012631,CUST00622,PROD00176,cart,0.572,,1,2025-09-17
INT0012632,CUST00622,PROD00156,view,0.133,,1,2025-01-29
INT0012633,CUST00622,PROD00212,view,0.131,,1,2026-07-24
INT0012634,CUST00622,PROD00127,view,0.08,,1,2026-02-17
INT0012635,CUST00622,PROD00008,purchase,1.0,,1,2025-02-22
INT0012636,CUST00622,PROD00191,purchase,1.0,,2,2026-07-13
